30;"bicycle";"bi-cy-cle";"a machine with 2 wheels but no engine";"That red bicycle looks like it costs a lot of money!"
30;"tooth";"tooth";"a bone in your mouth";"My tooth is about to fall out."
30;"window";"win-dow";"a hole in the wall with glass";"Can you please open the window or turn on the AC?"
31;"laundromat";"laund-ro-mat";"a place where you can wash clothes";"He washes his clothes at a laundromat."
32;"busy";"bus-y";"when you have many things to do";"Are you busy next Monday?"
32;"neighbor";"neigh-bor";"a person who lives near you";"My neighbor plays music every afternoon."
33;"basketball";"bas-ket-ball";"a game where you throw a ball into a hoop";"We used to play basketball in the park."
34;"grammar";"gram-mar";"a way of speaking, putting words into a sentence";"How are Chinese and English grammar different?"
35;"tall";"tall";"high up, not short";"Who is the tallest person in the class?"
35;"short";"short";"low down, not tall";"These pants are too short for you."
35;"young";"young";"not old";"Her younger brother is my brother's friend."
35;"heavy";"heav-y";"fat, big, hard to carry";"How heavy is that bag?"
35;"thin";"thin";"not fat, not big";"The pencil is thinner than the marker."
35;"married";"mar-ried";"with a husband or wife";"When did your grandparents get married?"
35;"single";"sin-gle";"not married";"Maybe your single friend can meet my friend!"
36;"handsome";"hand-some";"beautiful for a man";"Do you think her husband is handsome?"
36;"ugly";"ug-ly";"not beautiful";"The ugly dog is chasing the cat."
36;"large";"large";"big";"Is the car larger than the boat?"
36;"noisy";"nois-y";"making lots of noise, not quiet";"I can't sleep because my neighbors are too noisy."
36;"quiet";"qui-et";"not making noise";"The new motorcycle is very quiet."
36;"expensive";"ex-pen-sive";"costing a lot of money";"The diamond ring is very expensive."
36;"cheap";"cheap";"not costing much money";"Do you know where I can get some cheap food?"
36;"rich";"rich";"having lots of money";"I will buy an airplane when I am rich."
36;"poor";"poor";"not having lots of money";"I'm too poor to buy a house this year."
37;"easy";"ea-sy";"not hard to do";"Is English easier than Chinese?"
37;"difficult";"dif-fi-cult";"hard to do";"I think the questions on page 45 are difficult."
40;"warm";"warm";"a little hot";"If it's too warm, you can turn on the AC."
40;"cloudy";"cloud-y";"with many clouds in the sky";"It's cloudy, but I don't think it will rain."
40;"cool";"cool";"a little cold";"Would you like a cool drink on this hot day?"
41;"call";"call";"to use a phone to try to talk to someone";"Call the police if someone tries to hurt you."
41;"vacation";"va-ca-tion";"to go somewhere for many days to play";"Did you have fun on your vacation?"
41;"terrible";"ter-ri-ble";"very bad";"The movie was terrible, and I want my money back!"
41;"weather";"weath-er";"what the sky is doing outside";"How's the weather today?"
42;"hotel";"ho-tel";"a place where you can sleep for a few days";"How much does it cost to stay at the nice hotel?"
42;"few";"few";"2, not many";"We will leave in a few hours."
42;"truth";"truth";"the right thing, what really happened";"You should always tell the truth."
42;"child";"child";"a kid, a baby";"The child is waiting for her mom in the car."
42;"bored";"bored";"not having fun";"If you're bored, you should play a game."
42;"clinic";"clin-ic";"a small hospital";"The clinick is around the corner from the school."
42;"stomach";"stom-ach";"where food goes in your body";"He's at the doctor, because his stomach hurts."
43;"sink";"sink";"a place where you can wash your hands";"Wash your hands in the sink before you eat."
43;"together";"to-geth-er";"with each other, at the same place";"Would you like to sing a song together?"
45;"wife";"wife";"a married woman";"His wife is an eye doctor."
45;"daughter";"daugh-ter";"a girl, a mother or father's child girl";"My daughter can play the piano."
45;"parents";"par-ents";"mom and dad or other";"You should show your test to your parents."
45;"aunt";"aunt";"mom or dad's sister";"He sends a letter to his aunt in Germany."
46;"father";"fath-er";"dad";"What does your father do for work?"
46;"stand";"stand";"to stay up on two legs";"We are standing in line to buy bubble tea."
47;"son";"son";"a boy, a mother or father's child boy";"His son is a famous painter."
47;"front";"front";"the part that most people can see, not behind, the part in the same direction of travel";"The teacher stands at the front of the class."
47;"husband";"hus-band";"a married man";"Where is your husband from?"
47;"wedding";"wed-ding";"a party where people get married";"How many people are going to your wedding?"
47;"uncle";"un-cle";"mom or dad's brother";"Can your uncle cook Italian food?"
47;"cousin";"cous-in";"aunt or uncle's child";"Their cousins are both very tall."
47;"building";"build-ing";"a place made by people that you can go inside";"The building has 23 floors and a basement."
48;"niece";"niece";"brother or sister's child girl";"My niece's dog is not very nice."
48;"act";"act";"to pretend, to be someone in a movie or play";"The kids are acting like monkeys!"
48;"nephew";"neph-ew";"brother or sister's child boy";"Does your nephew still go to school?"
48;"photograph";"pho-to-graph";"a picture from a camera";"These photographs are very old!"
48;"bench";"bench";"a long seat for two people";"She sits on a bench in the park."
49;"late";"late";"after the starting time";"Make sure you aren't late tomorrow!"
49;"noise";"noise";"something you can hear";"Did you hear that weird noise?"
49;"angry";"an-gry";"not happy, mad";"If you take his candy, then he will get angry."
49;"vacuum";"vac-uum";"a machine that you use to clean using air";"The cats are all afraid of the vacuum."
49;"drum";"drum";"a circle you can hit to make noise";"He has played the drums for 10 years."
49;"teenager";"teen-a-ger";"someone aged 13-19";"The teenagers dance in the park every week."
49;"argument";"ar-gu-ment";"to fight using words";"Why are you two having an argument?"
50;"fireplace";"fire-place";"a part of a room where you can have a fire";"Does your apartment have a fireplace?"
50;"gown";"gown";"a dress";"She has many gowns in her closet."
50;"popular";"pop-u-lar";"many people know and like something";"What is the most popular sport in Taiwan?"
50;"corner";"cor-ner";"where two walls meet, a pointy part or a box";"I need you to clean the dust out of the corners of the room."
50;"special";"spe-cial";"different and good, important";"This song is very special to me."
51;"bark";"bark";"the sound a dog makes";"The dog is barking in the yard."
52;"sofa";"so-fa";"a soft bench for laying on";"She falls asleep on the sofa during the movie."
53;"erase";"e-rase";"to make writing disappear";"You can't erase the ink from a pen."
53;"calculator";"cal-cu-la-tor";"a machine that can do math";"Do you know how to use a calculator?"
54;"message";"mes-sage";"a note, to send words to someone";"They send a message to their president."
54;"common";"com-mon";"usual, same as every day";"Monkeys are very common in Southern Taiwan."
55;"bakery";"ba-kery";"a place where bread is made and sold";"The bakery is next to the supermarket."
55;"station";"sta-tion";"a place where a train or bus stops";"Can you please tell me how to get to the train station?"
55;"video";"vi-de-o";"moving pictures on a screen";"You can find the video online."
56;"between";"be-tween";"in the middle of two things";"The school is between the library and the house."
56;"across";"ac-ross";"to the other side of a road or river";"What is across the street from the hospital?"
57;"department store";"de-part-ment-store";"a huge store with many small shops inside";"The three friends walk around the department store."
57;"church";"church";"a place where Christians pray";"The church plays music every hour."
58;"neighborhood";"neigh-bor-hood";"a part of a city, many people living near each other";"Is there a park in your neighborhood?"
58;"gas";"gas";"water that can burn, water that your car needs to go";"We need to stop and get gas for the car."
59;"stove";"stove";"a table with fire for cooking";"She cooks noodles on the stove."
59;"refrigerator";"re-fri-ger-a-tor";"a big box that keeps food cold";"My refrigerator isn't working, so my milk will go bad."
59;"escape";"es-cape";"to run away, to get away from a bad thing";"The bad guy escaped from jail!"
59;"closet";"clos-et";"a small room for keeping clothes or other things";"Do you keep any toys in your closet?"
59;"elevator";"el-ev-a-tor";"a small room that can go up and down";"I'm sorry, but the elevator is broken today."
60;"floor";"floor";"how many times you can go up to another part of a building";"My family lives on the top floor of the building."
60;"machine";"ma-chine";"a thing that works for people";"We need to find someone who can fix this machine."
62;"hole";"hole";"a missing piece, a circle in a wall";"The mouse runs through a hole in the wall."
63;"mall";"mall";"a big store with many smaller stores inside";"We can buy many things at the mall."
63;"airport";"air-port";"a place where airplanes can stop";"What time do you need to go to the airport?"
63;"owner";"own-er";"a person who has something";"Who is the owner of this car?"
63;"upset";"up-set";"not happy";"The kids are upset that they can't go to the park."
64;"convenient";"con-ve-nient";"easy to go to, very close and easy";"The MRT is very convenient."
64;"sidewalk";"side-walk";"a road for walking next to the street";"Walk on the sidewalk, not the street!"
65;"town";"town";"a small city";"How many people live in the small town?"
66;"mouse";"mouse";"a small animal with big ears";"The cat chases the mouse."
66;"drug store";"drug-store";"a place where you can buy medicine";"We can buy it at the drug store."
67;"shirt";"shirt";"clothes for the top of your body and arms";"There's a hole in your shirt!"
67;"coat";"coat";"clothes to wear outside to keep you warm";"You should bring a coat to school today."
67;"dress";"dress";"clothes with a shirt on top and a skirt on the bottom";"The bride wears a white dress."
67;"skirt";"skirt";"the bottom of a dress";"She buys a new skirt for school."
67;"blouse";"blouse";"a shirt for a woman";"Do you have this blouse in a size M?"
68;"tie";"tie";"a long ribbon that men wear around their necks";"He wears a tie to work every day."
68;"jacket";"jack-et";"a small coat, thin coat";"Don't forget to bring a jacket!"
68;"belt";"belt";"a rope that keeps your pants up";"He needs a belt to keep his pants up."
68;"pants";"pants";"clothes for your legs";"He rips his pants when he picks up the pen."
68;"sock";"sock";"clothes for your feet";"I can't find my other sock!"
68;"shoe";"shoe";"hard clothes for your feet";"Please leave your shoes outside."
69;"umbrella";"um-brel-la";"a tool that keeps rain off of you";"Did you bring your umbrella today?"
69;"sweater";"sweat-er";"a thick and warm shirt";"She wears a sweater on the cold day."
69;"watch";"watch";"a clock for your arm";"Do you wear a watch every day?"
69;"necklace";"neck-lace";"jewelry for your neck";"This necklace was my grandmother's."
69;"boot";"boot";"big and tall shoes";"You should wear boots if you are climbing the mountain."
70;"purse";"purse";"a woman's bag";"How much money is in your purse?"
70;"suit";"suit";"pants and jacket that look the same";"Do you wear a suit to work?"
71;"glove";"glove";"clothes for your hands";"He wears gloves when he cleans the bathroom."
71;"pair";"pair";"two that look the same";"She buys a new pair of shoes."
71;"earring";"ear-ring";"jewelry for your ears";"Your earrings are very pretty!"
71;"pajamas";"pa-jam-as";"clothes that you wear to bed";"Do you wear pajamas to bed?"
72;"rip";"rip";"to pull apart, to break paper";"Be careful not to rip your homework!"
72;"empty";"emp-ty";"nothing inside";"She is thirsty, but the bottle is empty."
73;"mistake";"mis-take";"a problem, something wrong";"I think I made a mistake on my test."
73;"glasses";"glass-es";"tools for your eyes to help you see";"Can you see without your glasses?"
74;"mitten";"mit-ten";"warm gloves with no fingers";"The children wear mittens to play in the snow."
74;"briefcase";"brief-case";"a small box for carrying papers";"Does your father take a briefcase to work?"
75;"holiday";"hol-i-day";"vacation, a special day every year";"Where did you go for your holiday?"
75;"gift";"gift";"something nice to give someone";"We can buy our friend a nice gift."
75;"trouble";"trou-ble";"when you did something bad and parents or teacher are angry";"If you break the rules, then you will get in trouble."
75;"leather";"leath-er";"made from the skin of an animal";"He has a nice leather bag."
75;"stripe";"stripe";"a line of color";"His shirt has black stripes on it."
75;"frustrated";"frus-tra-ted";"angry, unhappy";"What do you do when you are frustrated with your homework?"
76;"dirty";"dirt-y";"not clean";"Can you clean the dirty dishes?"
77;"culture";"cul-ture";"the things people in a country do";"What is something from Taiwanese culture?"
77;"lucky";"luck-y";"when many good things happen to you";"You are lucky the teacher didn't see you!"
77;"sandal";"sand-al";"shoes with no top or sides";"They kick off their sandals when they get to the beach."
78;"rural";"rur-al";"not many people living somewhere";"She lives in a rural town."
79;"sell";"sell";"to try to give for money";"Do you have anything good you'd like to sell?"
79;"shop";"shop";"a place where you can buy things";"This is my favorite shop in the market!"
79;"visit";"vis-it";"to go to meet someone";"We visit my grandmother every year."
79;"work";"work";"what you can do to make money";"What do you do for work?"
80;"French";"French";"a language spoken in France";"Do you know how to speak any French?"
80;"Spanish";"Span-ish";"a language spoken in Spain and Mexico";"I'm sorry, but my Spanish isn't very good."
81;"Hong Kong";"Hong-Kong";"a big city near the South of China";"Have you ever been to Hong Kong?"
82;"taxi";"tax-i";"a yellow car that you can ask to take you somewhere";"We can ride a taxi to the restaurant."
82;"Washington D.C.";"Wash-ing-ton-D.-C.";"the capital of the USA";"Do you know who lives in Washington D.C.?"
83;"grocery";"gro-cer-y";"food you can cook at home";"Can you buy milk at the grocery store?"
83;"suburb";"sub-urb";"smaller cities near a bigger city";"My parents live in the suburbs."
83;"usually";"u-su-al-ly";"normally, most days";"What time do you usually get up?"
83;"weekend";"week-end";"Saturday and Sunday";"What are you going to do this weekend?"
84;"language";"lan-guage";"a way people can speak to each other";"How many languages can you speak?"
84;"country";"count-ry";"a land with a government";"How many countries have you been to?"
85;"truck";"truck";"a big car that can move things";"The truck drives over the big rock."
87;"clean";"clean";"to make less messy";"Make sure you clean your desk!"
87;"yoga";"yo-ga";"an exercise that involves sitting and stretching";"He does yoga every Saturday at 1:00."
87;"jog";"jog";"slow run";"She jogs to school in the morning."
87;"play (n)";"play (n)";"when people act in a story on a stage";"Would you like to see a play with me?"
88;"Mexican";"Mex-i-can";"regarding things from Mexico";"They like to watch Mexican movies."
89;"Vietnamese";"Vi-et-nam-ese";"regarding things from Vietnam";"Are therer any good Vietnamese restaurants around here?"
90;"athletic";"ath-let-ic";"good at sports, about sports";"My friend is very athletic."
90;"activity";"ac-tiv-it-y";"something you can do";"We can do another activity."
90;"orchestra";"or-ches-tra";"many people playing music together";"How many people are in the orchestra?"
90;"baby-sit";"ba-by-sit";"to take care of someone's baby";"We need to find a baby-sitter for Friday night."
90;"karate";"kar-a-te";"a way of fighting from Japan";"Do you know how to do karate?"
90;"museum";"mu-se-um";"a place where you can see many old things";"What kind of museum is this?"
90;"concert";"con-cert";"when you watch other people play music";"How much are the concert tickets?"
91;"tennis";"ten-nis";"a game where you hit a ball back and forth";"We play tennis every weekend."
91;"choir";"choir";"many people singing together";"He sings in a choir with his friends."
91;"volleyball";"vol-ley-ball";"a game where you hit a big ball over a net";"Is volleyball difficult to play?"
92;"important";"im-por-tant";"need to know, need to remember";
92;"during";"dur-ing";"at the same time";
92;"alone";"a-lone";"only one person, no friends";
92;"garden";"gar-den";"a place where you can grow flowers or food";
93;"instrument";"in-stru-ment";"a tool, a thing that can make music";
94;"outgoing";"out-go-ing";"friendly, has many friends";
94;"person";"per-son";"someone, one ""people""";
94;"party";"part-y";"when many people have fun together";
94;"shy";"shy";"doesn't like to talk, scared of people";
95;"movie star";"mo-vie-star";"a famous person in a movie";
95;"fiction";"fic-tion";"not real";
95;"cartoon";"car-toon";"drawings that move on TV";
96;"golf";"golf";"a game where you hit a small ball into a hole";
96;"team";"team";"many people playing a game together";
96;"lesson";"les-son";"something you can learn and remember";
96;"hockey";"hock-ey";"a game where you skate on ice and hit a puck into a net";
97;"common";"com-mon";"usual, easy to see every day";
97;"internet";"in-ter-net";"many computers connected together";
97;"dressed";"dressed";"to put on clothes to start the day";
98;"active";"ac-tive";"likes to do many things";
98;"jazz";"jazz";"music that involves many horns and old instruments for dancing";
98;"novel";"nov-el";"a story book";
98;"poetry";"po-et-ry";"pretty words that tell a story";
99;"morning";"mor-ning";"the early part of the day, before noon";
99;"afternoon";"af-ter-noon";"after lunch time";
100;"boyfriend";"boy-friend";"a boy that someone likes and is dating";
101;"rarely";"rare-ly";"almost never";
101;"sometimes";"some-times";"more than rarely but not usually";
101;"never";"nev-er";"no times, opposite of always";
101;"evening";"eve-ning";"when it's starting to get dark outside, before night";
102;"elevator";"el-e-va-tor";"a small room that goes up and down";
102;"escalator";"es-cal-a-tor";"stairs that move up or down";
102;"straight";"straight";"not turning, no curves";
102;"motorcycle";"mo-tor-cy-cle";"a bike that uses gas to drive";
103;"curly";"cur-ly";"making a circle";
103;"journalist";"jour-nal-ist";"a person who works for a newspaper";
103;"member";"mem-ber";"someone who is part of a group";
104;"lucky";"luck-y";"when good things happen to you";
104;"scientist";"sci-en-tist";"a person who studies the world";
104;"travel";"trav-el";"to go to another country or city";
104;"world";"world";"all places on Earth";
105;"television";"tel-e-vis-ion";"TV";
105;"computer";"com-pu-ter";"a machine that can connect to the internet";
106;"often";"of-ten";"usually, many times";
106;"library";"li-brar-y";"a place with many books";
107;"thirsty";"thirst-y";"needs water";
107;"nervous";"ner-vous";"scared of something that will happen";
107;"scared";"scared";"afraid";
108;"smile";"smile";"the shape your mouth makes when you're happy";
108;"shiver";"shiv-er";"to shake when you are cold or scared";
109;"perspire";"per-spire";"to sweat, when water comes out of your body when you are hot or scared";
109;"blush";"blush";"when your face turns red";
109;"embarrassed";"em-bar-rassed";"to make a mistake and everyone sees it";
109;"yawn";"yawn";"to open your mouth when you are tired";
109;"cover";"cov-er";"to make it so people can't see something";
109;"nails";"nails";"the hard part at the end of your finger";
110;"dishes";"dish-es";"dirty plates and cups that need to be washed";
110;"bathtub";"bath-tub";"a tub where you can clean yourself in";
111;"lamp";"lamp";"a light that stands on the ground";
111;"flashlight";"flash-light";"a light you can hold";
111;"sweep";"sweep";"to use a broom to clean the floor";
111;"carpet";"car-pet";"a cover for the floor";
112;"staff";"staff";"people who work at a place";
112;"employee";"em-ploy-ee";"a person who works at a place";
112;"unfortunate";"un-for-tu-nate";"not good, sad, bad luck";
112;"job";"job";"work, something you do for money";
112;"type";"type";"to use a computer to make words";
112;"secretary";"sec-ret-ary";"a person who works at an office to help the boss";
113;"rush";"rush";"to go faster, to try to complete quickly";
113;"deliver";"de-liv-er";"to bring something to someone";
113;"traffic";"traf-fic";"many cars on the road";
114;"bite";"bite";"to use your teeth to eat";
114;"shout";"shout";"to make a loud noise from your mouth";
115;"hour";"hour";"60 minutes";
115;"subway";"sub-way";"underground train";
115;"result";"re-sult";"something that happens after you do something";
115;"highway";"high-way";"a big street with many cars";
115;"license";"li-cense";"a card that allows you to do something like drive";
116;"scooter";"scoot-er";"a motorbike with two wheels";
117;"construction";"con-struc-tion";"talking about building";
117;"mechanic";"mech-an-ic";"a person who fixes cars";
117;"superintendent";"su-per-in-ten-dent";"a person who takes care of a business";
118;"ski";"ski";"to slide on snow on two sticks";
118;"cash";"cash";"money";
118;"skate";"skate";"to slide on ice on two special shoes";
119;"bake";"bake";"to cook in an oven";
119;"act";"act";"to pretend in a movie";
120;"reception";"re-cep-tion";"the front desk of a business";
120;"business";"busi-ness";"a place where people try to make money";
120;"repair";"re-pair";"to fix";
120;"tool";"tool";"something you can use to do work";
121;"list";"list";"words on a paper that are numbered 1, 2, 3,...";
122;"depressed";"de-pressed";"very sad";
123;"movie";"mo-vie";"pictures on a TV that tell a story";
123;"invite";"in-vite";"to ask someone to come with you";
123;"apologize";"ap-ol-o-gize";"to say sorry";
123;"bowling";"bowl-ing";"a game where you use a ball to knock down 10 pins";
124;"apply";"ap-ply";"to ask a business if you can work for them";
124;"form";"form";"a paper that you need to write at the doctor or other place";
124;"downtown";"down-town";"the middle part of a city with many buildings";
124;"ink";"ink";"colored water in a pen";
124;"line";"line";"a thin stripe with a start and a finish";
124;"crowded";"crowd-ed";"many people in one place";
125;"photograph";"pho-to-graph";"a picture from a camera";
125;"attach";"at-tach";"to put together, to stick";
125;"order";"or-der";"to ask for food at a restaurant";
126;"truck";"truck";"a big car";
126;"stove";"stove";"a table that you can cook on";
126;"lock";"lock";"a way to close a door which you need a key to open";
127;"future";"fu-ture";"after today, after now, tomorrow";
127;"spring";"spring";"the season where many flowers start to grow";
127;"summer";"sum-mer";"the hottest time of the year";
127;"autumn";"au-tumn";"the season when all the leaves change color";
127;"winter";"win-ter";"the coldest time of the year";
129;"beach";"beach";"a sandy place near the ocean";
129;"tonight";"to-night";"today night, at night today";
130;"immediately";"im-me-di-ate-ly";"right now, right away";
130;"doorbell";"door-bell";"a button you can press at the door of a house";
130;"plumber";"plumb-er";"a person who fixes water pipes and toilets";
131;"garage";"gar-age";"a car's house";
131;"iron (v)";"iron (v)";"to make clothes look smoother";
132;"celebrate";"cel-e-brate";"to party, to be happy together for the same reason";
132;"holiday";"hol-i-day";"a day to celebrate";
132;"entire";"en-tire";"all, 100%";
132;"high school";"high-school";"a school where big kids go, before university";
132;"college";"col-lege";"university, a school where adults go";
132;"used";"used";"someone already owned it and wants to sell it";
133;"forecast";"fore-cast";"to try to guess what the weather will do in the future";
133;"picnic";"pic-nic";"to eat outside at the park";
133;"foggy";"fog-gy";"when you can't see because there is a cloud on the ground";
133;"clear";"clear";"not dirty, no fog, easy to see";
134;"half";"half";"50%, one out of two";
134;"past";"past";"before now, yesterday";
134;"quarter";"quar-ter";"25%, one out of four";
134;"begin";"be-gin";"to start";
134;"shave";"shave";"to cut all the hair off with a knife";
135;"hurry";"hur-ry";"to go faster";
135;"shower";"show-er";"to clean your whole body with water";
135;"suitcase";"suit-case";"a box that you take on vacation to hold your clothes";
136;"fortune";"for-tune";"to try to guess what will happen in a person's future";
