37;"special";"spe-cial";"the only one, hard to find others";"This ring is very special to me."
37;"straw";"straw";"a long stick you can drink from";"The boys use straws to drink milk."
37;"basket";"bask-et";"a hard bag for carrying things";"She carries a basket of bread."
37;"market";"mark-et";"a place where you can buy a lot of different things";"Do you like to shop at the night market?"
41;"case (situation)";"case";"something you have to do, something you are doing";"We should bring a coat in case it is cold."
41;"rack";"rack";"a basket that is hanging on a wall or on legs";"Please put your shoes on the shoe rack."
41;"crumb";"crumb";"a small piece of bread or cookies";"The mice eat crumbs from the bread."
41;"rug";"rug";"a cloth that covers the floor";"Do you have a rug on your floor?"
45;"smooth";"smooth";"no hills or bumps, good to feel";"The new road is smooth and nice to drive on."
45;"count";"count";"to try to see how many things there are";"How high can you count?"
45;"sort";"sort";"to organize or clean by putting things with other similar things";"She sorts her pencil case every day."
45;"size";"size";"how big or small";"What size drink would you like?"
45;"shape";"shape";"what something looks like, circle square triangle...";"His book is shaped like a circle."
49;"pocket";"pock-et";"A little bag on your clothes";"What do you like to keep in your pockets?"
49;"kind (n)";"kind";"type, one way";"What kind of ice cream is your favorite?"
49;"coin";"coin";"small circles that can be used as money";"He carries a bag full of coins."
49;"button";"but-ton";"something you can push to make something else change";"One of the buttons on my coat broke."
49;"zipper";"zip-per";"a way to close clothes by using many metal teeth and a small machine";"This bag uses a zipper to close."
53;"invite";"in-vite";"to ask someone to come with you";"You are invited to my birthday party!"
53;"each";"each";"every";"Each student must write their own homework."
53;"pour";"pour";"to drop water out of a bowl or cup";"Can you please pour me a bowl of soup?"
53;"cracker";"crack-er";"a flat and dry cake";"Do you have any crackers to go with this tea?"
53;"cube";"cube";"a square in 3D";"The horse eats a sugar cube."
54;"character";"char-act-er";"a person in a story";"Who is the main character in this story?"
57;"apartment";"a-part-ment";"a place where you can live in a building";"How many rooms are in your apartment?"
57;"wet";"wet";"having water";"Be careful on the wet stairs!"
57;"alone";"a-lone";"one person, no friends";"The sad puppy is all alone."
57;"hug";"hug";"to put your arms around someone you like";"She hugs her mom when she gets home."
58;"neighbor";"neigh-bor";"a person who lives near you";"My neighbors are very noisy."
61;"rodent";"ro-dent";"a small furry animal";"What is your favorite rodent?"
61;"paw";"paw";"a furry animal's hand";"The cat licks its paws every day."
61;"underground";"un-der-ground";"under the ground, under the floor";"The train goes underground when it gets to the city."
61;"skinny";"skin-ny";"small, thin, not fat";"Don't you think that dog looks a bit too skinny?"
61;"body";"bod-y";"a part of a person with a heart and bones inside";"Monkeys have hair all over their bodies."
65;"usual";"u-su-al";"normal, not crazy";"It is unusual for it to rain in the desert."
65;"nibble";"nib-ble";"to eat a little bit";"The mouse nibbles at the cheese."
65;"chase";"chase";"to run after and try to catch";"Why do dogs like to chase cars?"
65;"string";"string";"a small rope";"I see a string hanging from your shirt."
65;"forever";"for-ev-er";"never ending, never stopping";"Do you want to live forever?"
69;"band";"band";"many people playing music together";"The band is playing on the stage."
69;"tube";"tube";"a rope with a hole through it from end to end";"The water moves through the tube."
69;"stick (n)";"stick";"a long wooden part of a plant";"The sticks fall from the tree on the windy day."
69;"pluck";"pluck";"to pull a string and let go";"She plucks the strings on the guitar."
69;"triangle";"tri-ang-le";"an instrument that you hit with 3 sides";"What kind of sound does a triangle make?"
73;"forest";"for-est";"a place with many trees";"What kinds of animals live in the forest?"
73;"bright";"bright";"to have a lot of light";"It was a bright and sunny day."
73;"thick";"thick";"not thin";"The truck has thick tires."
73;"pond";"pond";"a small lake";"Turtles and frogs swim in the pond."
73;"splash";"splash";"to throw water into the air after hitting";"Please don't splash me when you jump in the pool!"
77;"recess";"re-cess";"a break from class where you can go outside to play";"Do you want to play basketball during recess?"
77;"playground";"play-ground";"a place outside where kids can play";"The kids play on the playground."
77;"in a row";"in-a-row";"all next to each other";"He puts his cards in a row on his bed."
77;"bar";"bar";"a metal stick";"Don't climb too high on the bars!"
77;"climb";"climb";"to move yourself up";"Do you want to climb a mountain?"
81;"actually";"act-u-al-ly";"really";"He is actually from Kaosiung."
81;"unique";"u-nique";"different, special";"That car is a unique color."
81;"mammal";"mam-mal";"an animal with hair and warm blood";"How many mammals can you name?"
81;"breathe";"breathe";"to take air inside your body";"Can any animals breathe under water?"
81;"lung";"lung";"the part of your body that uses air";"Be careful not to get any of the bad air in your lungs."
81;"cave";"cave";"a hole in a mountain";"The bats fly out of the cave."
85;"surprise";"sur-prise";"to do something unexpected/crazy";"We will have a surprise party for our friend!"
85;"set up";"set-up";"to get ready";"We need to set up the desks for class."
85;"frosting";"frost-ing";"sugar on top of a cake";"Do you like frosting on your cake?"
85;"bench";"bench";"a long chair for two people";"The friends sit on the bench."
85;"tie (v)";"tie";"to put two strings together with a knot";"You need to tie your shoes!"
85;"napkin";"nap-kin";"a tissue for cleaning up during eating";"She cleans her hands with a napkin."
87;"setting";"set-ting";"where the people are in a story";"What is the setrting of the story?"
89;"scare";"scare";"to make someone feel scared";"I think this movie might scare the kids."
89;"liver";"liver";"a part of the body near the stomach that helps clean the body";"The doctors gave her a new liver."
89;"crack";"crack";"to start to break";"The shaking egg started to crack!"
89;"pet";"pet";"to have an animal live in your house";"Do you have a pet at home?"
91;"detail";"de-tail";"a small way that something is different";"Can you tell me three details from the story?"
93;"back and forth";"back-and-forth";"to go one way and then the other way";"The kids go back and forth on the swings."
93;"arm";"arm";"a part of your body that your hand is attached to";"Did you hurt your arm playing baseball?"
93;"branch";"branch";"a tree's arm";"The monkeys climb on the tree branches."
93;"clap";"clap";"to hit your hands together to make a sound";"Please clap your hands for the winner!"
97;"rub";"rub";"to move your hand on and push something";"Don't rub your eyes with your hands!"
97;"hard";"hard";"not soft";"She hits her head on the hard desk."
97;"shake";"shake";"to move side to side quickly";"The cat shakes the mouse with its teeth."
97;"wish";"wish";"to ask for something impossible";"The children throw coins into the water and make wishes."
97;"crown";"crown";"a king or queen's hat";"How many jewels are in the gold crown?"
101;"fit";"fit";"to be able to put something inside, not too big or too small";"We can get the shoes in a new size if they don't fit."
101;"lift";"lift";"to pick up, to move up";"Can you lift a car?"
101;"stuck";"stuck";"can't move";"The cat is stuck in a tree!"
101;"few";"few";"not many, two";"A few of my friends can speak Japanese."
101;"push";"push";"to move away from you with your hand";"The kkids push each other when they are angry."
105;"genie";"ge-nie";"a magical person who can make wishes come true";"The genie comes out of the bottle!"
105;"turn";"turn";"to not go straight, go left or right";"First, you need to turn left."
105;"vase";"vase";"a cup to hold flowers";"She puts the flowers in a vase."
105;"find";"find";"to see something you were looking for";"Did you find your missing homework?"
105;"bottle";"bot-tle";"a cup with a small top";"There were broken bottles on the ground."
106;"beginning";"be-gin-ning";"the starting";"The student cuts to the beginning of the line."
109;"sand";"sand";"very tiny rocks on a beach or in a desert";"There is so much sand in my shoes!"
109;"build";"build";"to make something";"Did you build this all by yourself?"
109;"seashell";"sea-shell";"the hard outside of some ocean animals";"We like to collect seashells on the beach."
109;"wave (n)";"wave";"moving water";"A huge wave is coming!"
113;"free";"free";;
113;"feed";"feed";;
113;"busy";"bus-y";;
113;"believe";"be-lieve";;
113;"jar";"jar";;
113;"middle";"mid-dle";;
117;"feather";"feath-er";;
117;"dull";"dull";;
117;"beak";"beak";;
117;"ostrich";"ost-rich";;
117;"colorful";"col-or-ful";;
121;"invisible";"in-vis-i-ble";;
121;"trouble";"troub-le";;
121;"punish";"pun-ish";;
121;"reply";"re-ply";;
121;"stand";"stand";;
125;"mud";"mud";;
125;"shell";"shell";;
125;"exactly";"ex-act-ly";;
125;"dive";"dive";;
125;"share";"share";;
125;"hatch";"hatch";;
129;"farm";"farm";;
129;"round";"round";;
129;"stable";"sta-ble";;
129;"fluffy";"fluf-fy";;
129;"field";"field";;
