62;"centimeter";"cent-i-meter";;
62;"finger";"fing-er";;
62;"round";"round";;
63;"heavy";"heav-y";;
63;"young";"young";;
63;"straight";"straight";;
64;"astronaut";"as-tro-naut";;
65;"giraffe";"gir-affe";;
66;"arm";"arm";;
67;"steal";"steal";;
67;"ugly";"ug-ly";;
68;"interesting";"in-ter-est-ing";;
70;"treasure";"treas-ure";;
70;"crown";"crown";;
70;"cave";"cave";;
70;"dangerous";"dan-ger-ous";;
71;"neighborhood";"neigh-bor-hood";;
72;"singular";"singular";;
73;"preposition";"pre-pos-i-tion";;
73;"directions";"di-rec-tions";;
74;"restaurant";"rest-aur-ant";;
76;"store";"store";;
77;"instructions";"in-struc-tions";;
78;"super";"su-per";;
78;"midday";"mid-day";;
79;"science";"sci-ence";;
79;"P.E.";"P.-E.";;
83;"ideal";"i-deal";;
84;"connect";"con-nect";;
86;"omelet";"ome-let";;
86;"salad";"sal-ad";;
86;"pork";"pork";;
86;"dessert";"des-sert";;
87;"beef";"beef";;
87;"noodle";"nood-le";;
88;"avoid";"a-void";;
88;"chips";"chips";;
89;"carrot";"car-rot";;
89;"celery";"cel-er-y";;
90;"terrible";"ter-ri-ble";;
90;"specific";"spe-ci-fic";;
91;"sushi";"su-shi";;
91;"soda";"so-da";;
92;"so-so";"so-so";;
92;"salt";"salt";;
93;"side dish";"side-dish";;
94;"exciting";"ex-ci-ting";;
94;"camp";"camp";;
94;"surf";"surf";;
94;"wave (n)";"wave";;
94;"hike";"hike";;
94;"ghost";"ghost";;
100;"exercise";"ex-er-cise";;
100;"Frisbee";"Fris-bee";;
